Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
1087052525,3296,1205,,,,,,,,,,"0,009","2796,116",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087535817,2848,1307,,,,,,,,,,"0,009","3235,950",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087555177,2496,1311,,,,,,,,,,"0,009","3692,307",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087576137,1600,1315,,,,,,,,,,"0,004","2560,000",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087593705,2368,1319,,,,,,,,,,"0,005","2162,161",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087610953,1631,1323,,,,,,,,,,"0,004","2511,340",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087626600,1633,1327,,,,,,,,,,"0,004","2508,263",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087760647,1569,1348,,,,,,,,,,"0,004","2610,577",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087776487,1568,1352,,,,,,,,,,"0,004","2612,244",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087793895,1664,1356,,,,,,,,,,"0,004","2461,536",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1087809383,1632,1360,,,,,,,,,,"0,004","2509,804",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1110685973,3167,1379,,,,,,,,,,"0,000","2,526",Device,Pageable,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memcpy Device-to-Host]
1111541646,6656,1380,3,1,1,256,1,1,170,"0,000","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void cuda_kernel_<cmpt_Green_0dirunbounded(const Topology *, double, const double *, const double *, const double *, double *, GreenType, double, const int *, const int *)::[lambda(int) (instance 1)]>(T1, int)"
1111556174,2688,1381,1,1,1,256,1,1,16,"0,000","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void cuda_kernel_<cmpt_Green_0dirunbounded(const Topology *, double, const double *, const double *, const double *, double *, GreenType, double, const int *, const int *)::[lambda(int) (instance 2)]>(T1, int)"
1140365421,4096,1391,3,1,1,256,1,1,34,"0,000","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void cuda_kernel_<CopyData2Chunk(const int *, double *, MemChunk *)::[lambda(int) (instance 1)]>(T1, int)"
1141353221,3584,1397,2,1,1,256,1,1,34,"0,000","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void cuda_kernel_<CopyData2Chunk(const int *, double *, MemChunk *)::[lambda(int) (instance 1)]>(T1, int)"
1141426533,2848,1405,,,,,,,,,,"0,004","1438,200",Device,Device,NVIDIA A100-SXM4-40GB (0),1,,15,[CUDA memcpy Device-to-Device]
1141690819,3104,1408,2,1,1,256,1,1,32,"0,008","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void transpose_readWrite_alignment_kernel<double2, double2, (int)1, (bool)0, (int)5, (int)4, (int)4>(cublasTransposeParams<T2>, const T1 *, T1 *, const T2 *)"
1141760066,2496,1410,,,,,,,,,,"0,008","3282,051",Device,,NVIDIA A100-SXM4-40GB (0),1,,7,[CUDA memset]
1141776770,3072,1413,2,1,1,256,1,1,32,"0,008","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void transpose_readWrite_alignment_kernel<double2, double2, (int)1, (bool)0, (int)5, (int)4, (int)4>(cublasTransposeParams<T2>, const T1 *, T1 *, const T2 *)"
1141805762,3648,1415,2,1,1,256,1,1,28,"0,000","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void cuda_kernel_<CopyChunk2Data(const MemChunk *, const int *, double *, bool)::[lambda(int) (instance 1)]>(T1, int)"
1141812770,3456,1416,2,1,1,256,1,1,28,"0,000","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void cuda_kernel_<CopyChunk2Data(const MemChunk *, const int *, double *, bool)::[lambda(int) (instance 1)]>(T1, int)"
1141848801,3488,1420,2,1,1,256,1,1,34,"0,000","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void cuda_kernel_<CopyData2Chunk(const int *, double *, MemChunk *)::[lambda(int) (instance 1)]>(T1, int)"
1141869345,3456,1424,2,1,1,256,1,1,34,"0,000","0,000",,,,,NVIDIA A100-SXM4-40GB (0),1,,13,"void cuda_kernel_<CopyData2Chunk(const int *, double *, MemChunk *)::[lambda(int) (instance 1)]>(T1, int)"
1141890593,2592,1428,,,,,,,,,,"0,004","1580,245",Device,Device,NVIDIA A100-SXM4-40GB (0),1,,15,[CUDA memcpy Device-to-Device]
